State,Crop,cropSeason,Year,Yield,lai_lv,uvb,t2m_C,windSpeed,relativeHumidity,wbi,rsm,swvl3,tp,cvl
West Bengal,Rice,Kharif,2021-2022,2996,1.793864705,1783289.832,28.69793982,1.659451878,95.60258106,0.008887652,0.730398515,536.2873568,13.31270477,0
Uttar Pradesh,Rice,Kharif,2021-2022,2679,1.585755773,1983370.16,23.80335899,1.087808147,93.9616139,0.007778951,0.65039782,1471.146365,29.70910454,1
Punjab,Rice,Kharif,2021-2022,4340,1.355923898,2285686.011,30.17425711,0.954823421,90.04285651,0.008282987,0.615806261,248.829263,2.970718379,1
Odisha,Rice,Kharif,2021-2022,2318,1.693181672,1868613.871,27.89576748,2.341993871,95.41159066,0.008886118,0.526990651,532.563854,17.31250769,0
Tamilnadu,Rice,Kharif,2021-2022,3658,1.380752693,2198803.43,27.56131647,3.21536176,93.22065676,0.007556006,0.397740419,283.5960843,7.883594948,0
Chhattisgarh,Rice,Kharif,2021-2022,2101,2.407783222,1743753.498,27.02719436,1.289571407,94.82065747,0.008561571,0.797326985,714.5918058,14.69870088,0.035402536
Andhra Pradesh,Rice,Kharif,2021-2022,3470,1.311785679,1993898.2,27.90651451,3.213886779,93.88068332,0.007947754,0.442999533,1038.001715,29.84614371,0
Bihar,Rice,Kharif,2021-2022,2282,1.683664756,1784473.687,28.64325252,1.455238251,95.14715914,0.008497286,0.868525076,419.6162863,9.39933099,1
Assam,Rice,Kharif,2021-2022,2236,1.975700827,1727806.37,24.2707481,0.652702195,96.33392191,0.00595857,0.874624456,915.9085044,24.41709518,0
Uttar Pradesh,Wheat,Rabi,2021-2022,3604,1.465132265,2078346.802,15.33449345,1.017998802,87.85179396,0.004180207,0.60318944,1684.989009,2.410455705,1
Madhya Pradesh,Wheat,Rabi,2021-2022,3449,1.77195313,2125920.787,23.67014545,0.96891196,84.72173077,0.005534151,0.741612901,1928.125852,2.099583912,1
Punjab,Wheat,Rabi,2021-2022,4206,1.313429645,1886181.148,19.44979602,0.952921038,88.26312442,0.004633597,0.639804329,364.2375188,0.905441284,1
Haryana,Wheat,Rabi,2021-2022,4533,1.288148568,1969429.866,20.15423067,1.087915085,87.35476688,0.004883539,0.541039449,222.8122001,0.407429194,1
Rajasthan,Wheat,Rabi,2021-2022,3676,1.025783939,2105874.303,22.49487327,1.121026062,82.7896392,0.005072604,0.500213089,1540.355424,1.226894173,1
Bihar,Wheat,Rabi,2021-2022,2780,1.521544386,2026178.94,22.22282684,1.065032268,89.70333544,0.004187304,0.805723524,433.9551225,0.57995081,1
Gujarat,Wheat,Rabi,2021-2022,3206,1.023417633,2229425.5,25.26011006,2.342743968,86.00417738,0.00425665,0.505667377,688.7807556,0.522502672,0
Maharashtra,Wheat,Rabi,2021-2022,2117,1.720156807,2199737.334,25.9684085,1.318193436,86.88459596,0.005711175,0.747532489,1946.637486,5.966555508,0
Karnataka,Cereals,Kharif,2021-2022,2253,1.459262525,1849003.97,25.62998183,3.0476931,94.30054999,0.008845223,0.673031148,793.7136228,18.52520295,0
Rajasthan,Cereals,Kharif,2021-2022,1280,1.083038448,2201052.894,30.35827829,2.215177411,89.06582221,0.007852268,0.493845304,1125.866343,12.95716128,1
Maharashtra,Cereals,Kharif,2021-2022,1621,1.8058334,1792765.629,26.9099194,2.602314482,93.98463683,0.008837349,0.74396274,1568.959964,30.95573253,0
Madhya Pradesh,Cereals,Kharif,2021-2022,2931,1.894649546,1829752.917,27.78527497,1.732263034,93.18119885,0.008706183,0.765031097,1654.700826,28.34336449,1
Uttar Pradesh,Cereals,Kharif,2021-2022,2169,1.585755773,1983370.16,23.80335899,1.087808147,93.9616139,0.007778951,0.65039782,1471.146365,29.70910454,1
Tamilnadu,Cereals,Kharif,2021-2022,3672,1.380752693,2198803.43,27.56131647,3.21536176,93.22065676,0.007556006,0.397740419,283.5960843,7.883594948,0
West Bengal,Cereals,Kharif,2021-2022,7028,1.793864705,1783289.832,28.69793982,1.659451878,95.60258106,0.008887652,0.730398515,536.2873568,13.31270477,0
Bihar,Cereals,Kharif,2021-2022,3750,1.683664756,1784473.687,28.64325252,1.455238251,95.14715914,0.008497286,0.868525076,419.6162863,9.39933099,1
Andhra Pradesh,Cereals,Kharif,2021-2022,4835,1.311785679,1993898.2,27.90651451,3.213886779,93.88068332,0.007947754,0.442999533,1038.001715,29.84614371,0
Maharashtra,Jowar,Kharif,2021-2022,1038,1.8058334,1792765.629,26.9099194,2.602314482,93.98463683,0.008837349,0.74396274,1568.959964,30.95573253,0
Karnataka,Jowar,Kharif,2021-2022,1204,1.459262525,1849003.97,25.62998183,3.0476931,94.30054999,0.008845223,0.673031148,793.7136228,18.52520295,0
Rajasthan,Jowar,Kharif,2021-2022,864,1.083038448,2201052.894,30.35827829,2.215177411,89.06582221,0.007852268,0.493845304,1125.866343,12.95716128,1
Tamilnadu,Jowar,Kharif,2021-2022,735,1.380752693,2198803.43,27.56131647,3.21536176,93.22065676,0.007556006,0.397740419,283.5960843,7.883594948,0
Uttar Pradesh,Jowar,Kharif,2021-2022,1578,1.585755773,1983370.16,23.80335899,1.087808147,93.9616139,0.007778951,0.65039782,1471.146365,29.70910454,1
Andhra Pradesh,Jowar,Kharif,2021-2022,3166,1.311785679,1993898.2,27.90651451,3.213886779,93.88068332,0.007947754,0.442999533,1038.001715,29.84614371,0
Madhya Pradesh,Jowar,Kharif,2021-2022,1941,1.894649546,1829752.917,27.78527497,1.732263034,93.18119885,0.008706183,0.765031097,1654.700826,28.34336449,1
Gujarat,Jowar,Kharif,2021-2022,1346,1.072244879,1948795.047,28.80942453,3.657032624,93.06855996,0.007599714,0.489499576,512.8086457,10.83279537,0
Haryana,Jowar,Kharif,2021-2022,527,1.331476375,2160453.351,29.67129394,1.022353388,91.07333131,0.008731461,0.565788338,168.1666366,2.527691543,1
Rajasthan,Bajra,Kharif,2021-2022,1004,1.083038448,2201052.894,30.35827829,2.215177411,89.06582221,0.007852268,0.493845304,1125.866343,12.95716128,1
Uttar Pradesh,Bajra,Kharif,2021-2022,2156,1.585755773,1983370.16,23.80335899,1.087808147,93.9616139,0.007778951,0.65039782,1471.146365,29.70910454,1
Haryana,Bajra,Kharif,2021-2022,2318,1.331476375,2160453.351,29.67129394,1.022353388,91.07333131,0.008731461,0.565788338,168.1666366,2.527691543,1
Gujarat,Bajra,Kharif,2021-2022,2368,1.072244879,1948795.047,28.80942453,3.657032624,93.06855996,0.007599714,0.489499576,512.8086457,10.83279537,0
Madhya Pradesh,Bajra,Kharif,2021-2022,2533,1.894649546,1829752.917,27.78527497,1.732263034,93.18119885,0.008706183,0.765031097,1654.700826,28.34336449,1
Maharashtra,Bajra,Kharif,2021-2022,903,1.8058334,1792765.629,26.9099194,2.602314482,93.98463683,0.008837349,0.74396274,1568.959964,30.95573253,0
Karnataka,Bajra,Kharif,2021-2022,1161,1.459262525,1849003.97,25.62998183,3.0476931,94.30054999,0.008845223,0.673031148,793.7136228,18.52520295,0
Karnataka,Maize,Kharif,2021-2022,3279,1.459262525,1849003.97,25.62998183,3.0476931,94.30054999,0.008845223,0.673031148,793.7136228,18.52520295,0
Madhya Pradesh,Maize,Kharif,2021-2022,3256,1.894649546,1829752.917,27.78527497,1.732263034,93.18119885,0.008706183,0.765031097,1654.700826,28.34336449,1
Maharashtra,Maize,Kharif,2021-2022,2730,1.8058334,1792765.629,26.9099194,2.602314482,93.98463683,0.008837349,0.74396274,1568.959964,30.95573253,0
Tamilnadu,Maize,Kharif,2021-2022,7008,1.380752693,2198803.43,27.56131647,3.21536176,93.22065676,0.007556006,0.397740419,283.5960843,7.883594948,0
West Bengal,Maize,Kharif,2021-2022,7158,1.793864705,1783289.832,28.69793982,1.659451878,95.60258106,0.008887652,0.730398515,536.2873568,13.31270477,0
Bihar,Maize,Kharif,2021-2022,3809,1.683664756,1784473.687,28.64325252,1.455238251,95.14715914,0.008497286,0.868525076,419.6162863,9.39933099,1
Andhra Pradesh,Maize,Kharif,2021-2022,5990,1.311785679,1993898.2,27.90651451,3.213886779,93.88068332,0.007947754,0.442999533,1038.001715,29.84614371,0
Rajasthan,Maize,Kharif,2021-2022,2149,1.083038448,2201052.894,30.35827829,2.215177411,89.06582221,0.007852268,0.493845304,1125.866343,12.95716128,1
Maharashtra,Gram,Rabi,2021-2022,1156,1.720156807,2199737.334,25.9684085,1.318193436,86.88459596,0.005711175,0.747532489,1946.637486,5.966555508,0
Madhya Pradesh,Gram,Rabi,2021-2022,1495,1.77195313,2125920.787,23.67014545,0.96891196,84.72173077,0.005534151,0.741612901,1928.125852,2.099583912,1
Rajasthan,Gram,Rabi,2021-2022,1177,1.025783939,2105874.303,22.49487327,1.121026062,82.7896392,0.005072604,0.500213089,1540.355424,1.226894173,1
Gujarat,Gram,Rabi,2021-2022,1908,1.023417633,2229425.5,25.26011006,2.342743968,86.00417738,0.00425665,0.505667377,688.7807556,0.522502672,0
Uttar Pradesh,Gram,Rabi,2021-2022,1250,1.465132265,2078346.802,15.33449345,1.017998802,87.85179396,0.004180207,0.60318944,1684.989009,2.410455705,1
Andhra Pradesh,Gram,Rabi,2021-2022,1105,1.25409693,2197961.528,26.26747333,2.219448702,90.38174476,0.005276821,0.453177175,1338.295238,15.38015174,0
Karnataka,Gram,Rabi,2021-2022,689,1.428726564,2262796.563,25.69240303,1.611838635,88.48018228,0.006015143,0.666917803,998.2587831,5.257119403,0
Jharkhand,Gram,Rabi,2021-2022,1185,1.966138228,2069010.588,23.2765498,1.112898923,88.12369221,0.005031447,0.751971657,436.2123306,0.839287596,0.5137274
Chhattisgarh,Gram,Rabi,2021-2022,725,2.294314368,2111402.351,24.19717263,0.863389384,85.94725139,0.005324475,0.747335841,741.0872307,1.817716356,0.035402536
Maharashtra,Arhar,Kharif,2021-2022,1023,1.8058334,1792765.629,26.9099194,2.602314482,93.98463683,0.008837349,0.74396274,1568.959964,30.95573253,0
Karnataka,Arhar,Kharif,2021-2022,666,1.459262525,1849003.97,25.62998183,3.0476931,94.30054999,0.008845223,0.673031148,793.7136228,18.52520295,0
Uttar Pradesh,Arhar,Kharif,2021-2022,1196,1.585755773,1983370.16,23.80335899,1.087808147,93.9616139,0.007778951,0.65039782,1471.146365,29.70910454,1
Madhya Pradesh,Arhar,Kharif,2021-2022,936,1.894649546,1829752.917,27.78527497,1.732263034,93.18119885,0.008706183,0.765031097,1654.700826,28.34336449,1
Gujarat,Arhar,Kharif,2021-2022,1160,1.072244879,1948795.047,28.80942453,3.657032624,93.06855996,0.007599714,0.489499576,512.8086457,10.83279537,0
Jharkhand,Arhar,Kharif,2021-2022,1129,2.15070056,1782232.832,27.65882464,1.172614541,95.36990848,0.008709623,0.808914941,434.5581995,9.434024838,0.5137274
Odisha,Arhar,Kharif,2021-2022,1036,1.693181672,1868613.871,27.89576748,2.341993871,95.41159066,0.008886118,0.526990651,532.563854,17.31250769,0
Uttar Pradesh,Masur,Rabi,2021-2022,944,1.465132265,2078346.802,15.33449345,1.017998802,87.85179396,0.004180207,0.60318944,1684.989009,2.410455705,1
Madhya Pradesh,Masur,Rabi,2021-2022,899,1.77195313,2125920.787,23.67014545,0.96891196,84.72173077,0.005534151,0.741612901,1928.125852,2.099583912,1
West Bengal,Masur,Rabi,2021-2022,900,1.65429577,2037990.819,23.72613894,1.35463491,91.07254892,0.004334172,0.682408106,579.3796134,1.457470791,0
Bihar,Masur,Rabi,2021-2022,850,1.521544386,2026178.94,22.22282684,1.065032268,89.70333544,0.004187304,0.805723524,433.9551225,0.57995081,1
Jharkhand,Masur,Rabi,2021-2022,880,1.966138228,2069010.588,23.2765498,1.112898923,88.12369221,0.005031447,0.751971657,436.2123306,0.839287596,0.5137274
Rajasthan,Masur,Rabi,2021-2022,1321,1.025783939,2105874.303,22.49487327,1.121026062,82.7896392,0.005072604,0.500213089,1540.355424,1.226894173,1
Gujarat,Groundnut,Kharif,2021-2022,2262,1.072244879,1948795.047,28.80942453,3.657032624,93.06855996,0.007599714,0.489499576,512.8086457,10.83279537,0
Rajasthan,Groundnut,Kharif,2021-2022,2131,1.083038448,2201052.894,30.35827829,2.215177411,89.06582221,0.007852268,0.493845304,1125.866343,12.95716128,1
Tamilnadu,Groundnut,Kharif,2021-2022,2553,1.380752693,2198803.43,27.56131647,3.21536176,93.22065676,0.007556006,0.397740419,283.5960843,7.883594948,0
Madhya Pradesh,Groundnut,Kharif,2021-2022,1722,1.894649546,1829752.917,27.78527497,1.732263034,93.18119885,0.008706183,0.765031097,1654.700826,28.34336449,1
Karnataka,Groundnut,Kharif,2021-2022,863,1.459262525,1849003.97,25.62998183,3.0476931,94.30054999,0.008845223,0.673031148,793.7136228,18.52520295,0
Andhra Pradesh,Groundnut,Kharif,2021-2022,630,1.311785679,1993898.2,27.90651451,3.213886779,93.88068332,0.007947754,0.442999533,1038.001715,29.84614371,0
Maharashtra,Groundnut,Kharif,2021-2022,1273,1.8058334,1792765.629,26.9099194,2.602314482,93.98463683,0.008837349,0.74396274,1568.959964,30.95573253,0
Rajasthan,Mustard,Rabi,2021-2022,1627,1.025783939,2105874.303,22.49487327,1.121026062,82.7896392,0.005072604,0.500213089,1540.355424,1.226894173,1
Madhya Pradesh,Mustard,Rabi,2021-2022,1376,1.77195313,2125920.787,23.67014545,0.96891196,84.72173077,0.005534151,0.741612901,1928.125852,2.099583912,1
Haryana,Mustard,Rabi,2021-2022,1914,1.288148568,1969429.866,20.15423067,1.087915085,87.35476688,0.004883539,0.541039449,222.8122001,0.407429194,1
Uttar Pradesh,Mustard,Rabi,2021-2022,1370,1.465132265,2078346.802,15.33449345,1.017998802,87.85179396,0.004180207,0.60318944,1684.989009,2.410455705,1
West Bengal,Mustard,Rabi,2021-2022,1250,1.65429577,2037990.819,23.72613894,1.35463491,91.07254892,0.004334172,0.682408106,579.3796134,1.457470791,0
Gujarat,Mustard,Rabi,2021-2022,1996,1.023417633,2229425.5,25.26011006,2.342743968,86.00417738,0.00425665,0.505667377,688.7807556,0.522502672,0
Jharkhand,Mustard,Rabi,2021-2022,819,1.966138228,2069010.588,23.2765498,1.112898923,88.12369221,0.005031447,0.751971657,436.2123306,0.839287596,0.5137274
Assam,Mustard,Rabi,2021-2022,636,1.944145754,1816596.763,17.86390365,0.503089927,93.43644177,0.00345614,0.832015676,1107.694206,7.62579426,0
Maharashtra,Soyabean,Kharif,2021-2022,1168,1.8058334,1792765.629,26.9099194,2.602314482,93.98463683,0.008837349,0.74396274,1568.959964,30.95573253,0
Madhya Pradesh,Soyabean,Kharif,2021-2022,978,1.894649546,1829752.917,27.78527497,1.732263034,93.18119885,0.008706183,0.765031097,1654.700826,28.34336449,1
Rajasthan,Soyabean,Kharif,2021-2022,801,1.083038448,2201052.894,30.35827829,2.215177411,89.06582221,0.007852268,0.493845304,1125.866343,12.95716128,1
Karnataka,Soyabean,Kharif,2021-2022,1152,1.459262525,1849003.97,25.62998183,3.0476931,94.30054999,0.008845223,0.673031148,793.7136228,18.52520295,0
Gujarat,Soyabean,Kharif,2021-2022,1631,1.072244879,1948795.047,28.80942453,3.657032624,93.06855996,0.007599714,0.489499576,512.8086457,10.83279537,0
Karnataka,Sunflower,Kharif,2021-2022,842,1.459262525,1849003.97,25.62998183,3.0476931,94.30054999,0.008845223,0.673031148,793.7136228,18.52520295,0
Odisha,Sunflower,Kharif,2021-2022,1245,1.693181672,1868613.871,27.89576748,2.341993871,95.41159066,0.008886118,0.526990651,532.563854,17.31250769,0
Haryana,Sunflower,Kharif,2021-2022,1926,1.331476375,2160453.351,29.67129394,1.022353388,91.07333131,0.008731461,0.565788338,168.1666366,2.527691543,1
Maharashtra,Sunflower,Kharif,2021-2022,531,1.8058334,1792765.629,26.9099194,2.602314482,93.98463683,0.008837349,0.74396274,1568.959964,30.95573253,0
Andhra Pradesh,Sunflower,Kharif,2021-2022,602,1.311785679,1993898.2,27.90651451,3.213886779,93.88068332,0.007947754,0.442999533,1038.001715,29.84614371,0
Gujarat,Cotton,Kharif,2021-2022,557,1.072244879,1948795.047,28.80942453,3.657032624,93.06855996,0.007599714,0.489499576,512.8086457,10.83279537,0
Maharashtra,Cotton,Kharif,2021-2022,306,1.8058334,1792765.629,26.9099194,2.602314482,93.98463683,0.008837349,0.74396274,1568.959964,30.95573253,0
Rajasthan,Cotton,Kharif,2021-2022,558,1.083038448,2201052.894,30.35827829,2.215177411,89.06582221,0.007852268,0.493845304,1125.866343,12.95716128,1
Karnataka,Cotton,Kharif,2021-2022,497,1.459262525,1849003.97,25.62998183,3.0476931,94.30054999,0.008845223,0.673031148,793.7136228,18.52520295,0
Andhra Pradesh,Cotton,Kharif,2021-2022,524,1.311785679,1993898.2,27.90651451,3.213886779,93.88068332,0.007947754,0.442999533,1038.001715,29.84614371,0
Madhya Pradesh,Cotton,Kharif,2021-2022,431,1.894649546,1829752.917,27.78527497,1.732263034,93.18119885,0.008706183,0.765031097,1654.700826,28.34336449,1
Haryana,Cotton,Kharif,2021-2022,352,1.331476375,2160453.351,29.67129394,1.022353388,91.07333131,0.008731461,0.565788338,168.1666366,2.527691543,1
West Bengal,Jute,Kharif,2021-2022,2900,1.793864705,1783289.832,28.69793982,1.659451878,95.60258106,0.008887652,0.730398515,536.2873568,13.31270477,0
Assam,Jute,Kharif,2021-2022,2117,1.975700827,1727806.37,24.2707481,0.652702195,96.33392191,0.00595857,0.874624456,915.9085044,24.41709518,0
Bihar,Jute,Kharif,2021-2022,2354,1.683664756,1784473.687,28.64325252,1.455238251,95.14715914,0.008497286,0.868525076,419.6162863,9.39933099,1
Uttar Pradesh,Sugarcane,Kharif,2021-2022,81500,1.585755773,1983370.16,23.80335899,1.087808147,93.9616139,0.007778951,0.65039782,1471.146365,29.70910454,1
Maharashtra,Sugarcane,Kharif,2021-2022,89700,1.8058334,1792765.629,26.9099194,2.602314482,93.98463683,0.008837349,0.74396274,1568.959964,30.95573253,0
Karnataka,Sugarcane,Kharif,2021-2022,96000,1.459262525,1849003.97,25.62998183,3.0476931,94.30054999,0.008845223,0.673031148,793.7136228,18.52520295,0
Gujarat,Sugarcane,Kharif,2021-2022,78307,1.072244879,1948795.047,28.80942453,3.657032624,93.06855996,0.007599714,0.489499576,512.8086457,10.83279537,0
Tamilnadu,Sugarcane,Kharif,2021-2022,105860,1.380752693,2198803.43,27.56131647,3.21536176,93.22065676,0.007556006,0.397740419,283.5960843,7.883594948,0
Bihar,Sugarcane,Kharif,2021-2022,57131,1.683664756,1784473.687,28.64325252,1.455238251,95.14715914,0.008497286,0.868525076,419.6162863,9.39933099,1
Haryana,Sugarcane,Kharif,2021-2022,81231,1.331476375,2160453.351,29.67129394,1.022353388,91.07333131,0.008731461,0.565788338,168.1666366,2.527691543,1
Punjab,Sugarcane,Kharif,2021-2022,82051,1.355923898,2285686.011,30.17425711,0.954823421,90.04285651,0.008282987,0.615806261,248.829263,2.970718379,1
Madhya Pradesh,Sugarcane,Kharif,2021-2022,57840,1.894649546,1829752.917,27.78527497,1.732263034,93.18119885,0.008706183,0.765031097,1654.700826,28.34336449,1
Andhra Pradesh,Sugarcane,Kharif,2021-2022,77748,1.311785679,1993898.2,27.90651451,3.213886779,93.88068332,0.007947754,0.442999533,1038.001715,29.84614371,0
Gujarat,Tobacco,Rabi,2021-2022,2324,1.023417633,2229425.5,25.26011006,2.342743968,86.00417738,0.00425665,0.505667377,688.7807556,0.522502672,0
Andhra Pradesh,Tobacco,Rabi,2021-2022,2386,1.25409693,2197961.528,26.26747333,2.219448702,90.38174476,0.005276821,0.453177175,1338.295238,15.38015174,0
Uttar Pradesh,Tobacco,Rabi,2021-2022,4361,1.465132265,2078346.802,15.33449345,1.017998802,87.85179396,0.004180207,0.60318944,1684.989009,2.410455705,1
Karnataka,Tobacco,Rabi,2021-2022,829,1.428726564,2262796.563,25.69240303,1.611838635,88.48018228,0.006015143,0.666917803,998.2587831,5.257119403,0
West Bengal,Tobacco,Rabi,2021-2022,1370,1.65429577,2037990.819,23.72613894,1.35463491,91.07254892,0.004334172,0.682408106,579.3796134,1.457470791,0
Bihar,Tobacco,Rabi,2021-2022,1754,1.521544386,2026178.94,22.22282684,1.065032268,89.70333544,0.004187304,0.805723524,433.9551225,0.57995081,1
West Bengal,Rice,Kharif,2020-2021,2984,1.793864705,1819946.581,29.00168327,1.752286422,95.72282581,0.008413114,0.739756271,536.571294,13.52292617,0
Uttar Pradesh,Rice,Kharif,2020-2021,2759,1.585755773,2041307.402,24.03739511,0.945178642,93.23328644,0.007302437,0.627140025,1375.235414,24.82484627,1
Punjab,Rice,Kharif,2020-2021,4366,1.355923898,2319097.95,30.41514431,0.953081644,88.61282594,0.008030588,0.545087131,224.2076144,2.414358135,1
Odisha,Rice,Kharif,2020-2021,2173,1.693181672,1840775.581,28.00469708,2.730507386,95.57562323,0.009145995,0.527335874,538.2582302,20.12860448,0
Andhra Pradesh,Rice,Kharif,2020-2021,3395,1.311785679,1906719.628,27.86511358,3.13281777,94.36268647,0.008797627,0.45021576,1099.49299,37.78597259,0
Tamilnadu,Rice,Kharif,2020-2021,3574,1.380752693,2186943.238,27.59497939,3.346421288,93.50861459,0.007037694,0.388647985,298.8963576,7.097396457,0
Chhattisgarh,Rice,Kharif,2020-2021,1889,2.407783222,1714985.956,27.23097439,1.375547903,94.98233571,0.008533436,0.796229843,719.5873924,17.03761017,0.035402536
Bihar,Rice,Kharif,2020-2021,2276,1.683664756,1770280.775,28.78830991,1.202238714,95.15688122,0.008511644,0.859880312,399.1766804,10.40006941,1
Assam,Rice,Kharif,2020-2021,2224,1.975700827,1616705.483,24.26166391,0.728769186,96.71856913,0.005247164,0.893234724,941.302184,30.62061417,0
Uttar Pradesh,Wheat,Rabi,2020-2021,3604,1.46489648,1981124.701,14.08662695,0.803107981,90.9353416,0.004041859,0.628188803,1801.948382,7.798919677,1
Madhya Pradesh,Wheat,Rabi,2020-2021,2758,1.771716096,2031002.337,22.65858879,0.879689377,88.51371432,0.0050075,0.781863418,2042.256745,5.282953622,1
Punjab,Wheat,Rabi,2020-2021,4862,1.313224615,1773602.128,18.54386314,0.858055181,91.00068022,0.004849859,0.595703705,352.2026588,2.20311737,1
Haryana,Wheat,Rabi,2020-2021,4836,1.28767015,1853531.297,19.36238064,0.906793552,90.28989899,0.005027745,0.521619798,210.3999183,1.151364706,1
Rajasthan,Wheat,Rabi,2020-2021,3676,1.025645005,2014533.844,21.52897842,1.192149001,86.37492086,0.004801889,0.504876875,1516.565479,3.906155645,1
Bihar,Wheat,Rabi,2020-2021,2855,1.521283251,1863790.148,21.30583354,0.8597034,91.92913081,0.004303201,0.815464444,425.6839232,2.091591998,1
Gujarat,Wheat,Rabi,2020-2021,3204,1.023354532,2177664.407,24.8718464,2.329186715,87.41226431,0.004124747,0.503006163,711.465952,1.010445715,0
Maharashtra,Wheat,Rabi,2020-2021,1782,1.720093079,2102607.452,25.75802225,1.322672463,89.12994902,0.005650568,0.728131583,1992.093391,7.992407576,0
Rajasthan,Cereals,Kharif,2020-2021,1355,1.083038448,2228813.59,30.80673211,1.89253267,88.15709483,0.007996939,0.497320372,1084.338801,12.66785884,1
Karnataka,Cereals,Kharif,2020-2021,2243,1.459262525,1760933.477,25.64998381,2.868701357,94.93988911,0.009376542,0.685334316,830.3189725,21.90850513,0
Maharashtra,Cereals,Kharif,2020-2021,1540,1.8058334,1733783.672,27.08530434,2.30287057,94.58336616,0.009600504,0.759256908,1639.293016,39.96803848,0
Madhya Pradesh,Cereals,Kharif,2020-2021,2309,1.894649546,1858348.046,28.17378932,1.585547408,92.94721198,0.008724507,0.766552131,1610.440432,28.91747073,1
Uttar Pradesh,Cereals,Kharif,2020-2021,2266,1.585755773,2041307.402,24.03739511,0.945178642,93.23328644,0.007302437,0.627140025,1375.235414,24.82484627,1
Tamilnadu,Cereals,Kharif,2020-2021,3721,1.380752693,2186943.238,27.59497939,3.346421288,93.50861459,0.007037694,0.388647985,298.8963576,7.097396457,0
West Bengal,Cereals,Kharif,2020-2021,6563,1.793864705,1819946.581,29.00168327,1.752286422,95.72282581,0.008413114,0.739756271,536.571294,13.52292617,0
Andhra Pradesh,Cereals,Kharif,2020-2021,4805,1.311785679,1906719.628,27.86511358,3.13281777,94.36268647,0.008797627,0.45021576,1099.49299,37.78597259,0
Bihar,Cereals,Kharif,2020-2021,3367,1.683664756,1770280.775,28.78830991,1.202238714,95.15688122,0.008511644,0.859880312,399.1766804,10.40006941,1
Gujarat,Cereals,Kharif,2020-2021,1906,1.072244879,1990919.546,29.24744317,3.228022366,93.23477862,0.008065167,0.509963341,531.1887773,13.4019826,0
Haryana,Cereals,Kharif,2020-2021,2300,1.331476375,2234946.603,29.99446392,0.967502567,89.47584707,0.007971928,0.500871212,143.2201924,1.670234962,1
Maharashtra,Jowar,Kharif,2020-2021,911,1.8058334,1733783.672,27.08530434,2.30287057,94.58336616,0.009600504,0.759256908,1639.293016,39.96803848,0
Karnataka,Jowar,Kharif,2020-2021,1187,1.459262525,1760933.477,25.64998381,2.868701357,94.93988911,0.009376542,0.685334316,830.3189725,21.90850513,0
Rajasthan,Jowar,Kharif,2020-2021,1055,1.083038448,2228813.59,30.80673211,1.89253267,88.15709483,0.007996939,0.497320372,1084.338801,12.66785884,1
Tamilnadu,Jowar,Kharif,2020-2021,1096,1.380752693,2186943.238,27.59497939,3.346421288,93.50861459,0.007037694,0.388647985,298.8963576,7.097396457,0
Andhra Pradesh,Jowar,Kharif,2020-2021,3070,1.311785679,1906719.628,27.86511358,3.13281777,94.36268647,0.008797627,0.45021576,1099.49299,37.78597259,0
Uttar Pradesh,Jowar,Kharif,2020-2021,1578,1.585755773,2041307.402,24.03739511,0.945178642,93.23328644,0.007302437,0.627140025,1375.235414,24.82484627,1
Madhya Pradesh,Jowar,Kharif,2020-2021,1636,1.894649546,1858348.046,28.17378932,1.585547408,92.94721198,0.008724507,0.766552131,1610.440432,28.91747073,1
Rajasthan,Bajra,Kharif,2020-2021,1049,1.083038448,2228813.59,30.80673211,1.89253267,88.15709483,0.007996939,0.497320372,1084.338801,12.66785884,1
Uttar Pradesh,Bajra,Kharif,2020-2021,2221,1.585755773,2041307.402,24.03739511,0.945178642,93.23328644,0.007302437,0.627140025,1375.235414,24.82484627,1
Haryana,Bajra,Kharif,2020-2021,2372,1.331476375,2234946.603,29.99446392,0.967502567,89.47584707,0.007971928,0.500871212,143.2201924,1.670234962,1
Gujarat,Bajra,Kharif,2020-2021,2192,1.072244879,1990919.546,29.24744317,3.228022366,93.23477862,0.008065167,0.509963341,531.1887773,13.4019826,0
Madhya Pradesh,Bajra,Kharif,2020-2021,2256,1.894649546,1858348.046,28.17378932,1.585547408,92.94721198,0.008724507,0.766552131,1610.440432,28.91747073,1
Maharashtra,Bajra,Kharif,2020-2021,1003,1.8058334,1733783.672,27.08530434,2.30287057,94.58336616,0.009600504,0.759256908,1639.293016,39.96803848,0
Karnataka,Bajra,Kharif,2020-2021,1303,1.459262525,1760933.477,25.64998381,2.868701357,94.93988911,0.009376542,0.685334316,830.3189725,21.90850513,0
Karnataka,Maize,Kharif,2020-2021,3092,1.459262525,1760933.477,25.64998381,2.868701357,94.93988911,0.009376542,0.685334316,830.3189725,21.90850513,0
Madhya Pradesh,Maize,Kharif,2020-2021,2451,1.894649546,1858348.046,28.17378932,1.585547408,92.94721198,0.008724507,0.766552131,1610.440432,28.91747073,1
Maharashtra,Maize,Kharif,2020-2021,3000,1.8058334,1733783.672,27.08530434,2.30287057,94.58336616,0.009600504,0.759256908,1639.293016,39.96803848,0
Tamilnadu,Maize,Kharif,2020-2021,6820,1.380752693,2186943.238,27.59497939,3.346421288,93.50861459,0.007037694,0.388647985,298.8963576,7.097396457,0
